X,UV,Green,Red
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
305,0,0,0
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
323,0,0,0
324,0,0,0
325,0,0,0
326,0,0,0
327,0,0,0
328,0,0,0
329,0,0,0
330,0,0,0
331,0,0,0
332,0,0,0
333,0,0,0
334,0,0,0
335,0,0,0
336,0,0,0
337,0,0,0
338,0,0,0
339,0,0,0
340,0,0,0
341,0,0,0
342,0,0,0
343,0,0,0
344,0,0,0
345,0,0,0
346,0,0,0
347,0,0,0
348,0,0,0
349,0,0,0
350,0,0,0
351,0,0,0
352,0,0,0
353,0,0,0
354,0,0,0
355,0,0,0
356,0,0,0
357,0,0,0
358,0,0,0
359,0,0,0
360,0,0,0
361,0,0,0
362,0,0,0
363,0,0,0
364,0,0,0
365,0,0,0
366,0,0,0
367,0,0,0
368,0,0,0
369,0,0,0
370,0,0,0
371,0,0,0
372,0,0,0
373,0,0,0
374,0,0,0
375,0,0,0
376,0,0,0
377,0,0,0
378,0,0,0
379,0,0,0
380,0,0,0
381,0,0,0
382,0,0,0
383,0,0,0
384,0,0,0
385,0,0,0
386,0,0,0
387,0,0,0
388,0,0,0
389,0,0,0
390,0,0,0
391,0,0,0
392,0,0,0
393,0,0,0
394,0,0,0
395,0,0,0
396,0,1,0
397,0,0,0
398,0,0,0
399,0,0,0
400,0,0,0
401,0,0,0
402,0,0,0
403,0,0,0
404,0,0,0
405,0,0,0
406,0,0,0
407,0,0,0
408,0,0,0
409,0,0,1
410,0,0,0
411,0,0,1
412,0,0,1
413,0,0,1
414,1,0,0
415,1,0,0
416,0,0,0
417,0,1,0
418,0,0,0
419,0,2,1
420,0,0,0
421,0,0,0
422,0,0,1
423,0,1,1
424,0,1,0
425,0,0,3
426,0,0,0
427,0,0,0
428,0,3,0
429,0,1,1
430,0,1,3
431,0,2,0
432,0,0,2
433,0,0,0
434,0,0,1
435,1,4,2
436,0,1,2
437,1,4,1
438,2,3,2
439,0,3,2
440,0,1,3
441,1,0,2
442,0,2,3
443,1,3,2
444,0,2,5
445,0,5,3
446,2,0,5
447,1,2,3
448,0,4,3
449,1,2,1
450,0,6,10
451,1,6,11
452,1,5,5
453,1,8,13
454,0,5,14
455,2,4,13
456,3,5,9
457,2,9,7
458,3,7,12
459,2,10,11
460,3,5,9
461,3,7,11
462,3,5,10
463,8,12,16
464,1,11,16
465,4,8,16
466,4,10,12
467,7,19,16
468,1,21,11
469,4,20,21
470,6,28,18
471,7,19,19
472,5,17,15
473,7,23,17
474,5,33,25
475,10,22,30
476,2,26,23
477,7,31,28
478,1,32,27
479,7,26,31
480,9,40,33
481,6,49,39
482,11,44,43
483,8,38,45
484,8,39,45
485,10,45,40
486,13,46,34
487,10,48,40
488,12,50,45
489,7,54,42
490,8,52,43
491,13,71,43
492,13,64,57
493,12,61,63
494,18,74,58
495,10,78,60
496,12,50,45
497,14,77,56
498,12,68,59
499,9,78,68
500,17,76,71
501,13,91,76
502,23,100,58
503,19,91,58
504,23,109,76
505,24,99,69
506,20,128,106
507,22,120,89
508,17,128,91
509,29,127,77
510,23,108,86
511,13,144,74
512,29,132,71
513,35,161,112
514,30,129,93
515,22,132,103
516,29,175,98
517,30,145,94
518,33,160,115
519,31,149,111
520,29,181,117
521,36,189,115
522,40,161,122
523,35,170,136
524,37,209,127
525,48,197,106
526,31,194,116
527,34,212,95
528,35,208,139
529,33,173,150
530,48,239,145
531,36,244,116
532,37,219,137
533,49,203,139
534,46,271,144
535,47,249,146
536,46,238,172
537,52,268,163
538,55,256,183
539,42,251,157
540,52,254,167
541,52,275,185
542,54,295,168
543,47,249,206
544,47,261,167
545,69,282,177
546,56,281,193
547,49,289,191
548,53,281,188
549,53,324,206
550,47,299,254
551,55,318,217
552,66,299,216
553,68,321,235
554,54,303,232
555,61,316,266
556,61,334,249
557,58,363,233
558,49,327,270
559,67,317,238
560,59,315,221
561,68,373,234
562,56,338,236
563,57,349,260
564,59,320,241
565,70,335,247
566,81,357,257
567,64,347,222
568,73,367,231
569,81,376,275
570,72,356,290
571,56,366,268
572,72,364,280
573,60,350,256
574,69,367,291
575,73,361,305
576,79,388,273
577,86,358,306
578,64,351,324
579,74,374,319
580,62,345,287
581,71,413,301
582,95,363,325
583,64,405,279
584,79,375,293
585,63,412,293
586,70,385,298
587,76,373,312
588,80,388,307
589,69,373,273
590,70,369,312
591,71,428,305
592,68,382,300
593,58,429,345
594,77,413,301
595,74,381,349
596,73,380,325
597,64,414,357
598,74,385,364
599,81,362,376
600,80,388,428
601,73,342,430
602,69,404,456
603,65,389,409
604,75,377,405
605,79,377,366
606,67,415,290
607,77,382,281
608,88,343,276
609,77,395,225
610,68,426,230
611,67,405,212
612,68,425,202
613,73,363,179
614,72,375,162
615,80,366,173
616,72,397,171
617,78,398,154
618,75,381,178
619,64,363,183
620,77,384,196
621,79,377,188
622,64,386,191
623,70,386,220
624,70,358,226
625,68,402,245
626,67,378,266
627,76,371,306
628,68,390,361
629,81,377,353
630,79,402,398
631,89,348,411
632,61,370,462
633,63,396,427
634,65,363,479
635,54,370,491
636,76,366,513
637,63,373,483
638,76,367,452
639,60,387,498
640,62,354,446
641,64,351,513
642,66,372,493
643,82,334,490
644,74,360,535
645,67,361,546
646,75,398,637
647,70,360,657
648,74,370,640
649,76,390,614
650,70,396,606
651,71,371,577
652,75,366,523
653,77,410,535
654,65,354,561
655,71,388,518
656,90,384,546
657,77,365,458
658,56,370,478
659,79,354,543
660,85,369,510
661,68,331,556
662,75,355,552
663,69,369,624
664,84,361,612
665,62,357,578
666,85,374,720
667,94,342,730
668,79,334,794
669,101,367,846
670,75,348,876
671,81,361,1022
672,77,360,1100
673,92,383,1269
674,92,410,1420
675,86,382,1693
676,65,365,1855
677,88,320,1991
678,94,343,2108
679,93,354,2106
680,117,408,2162
681,92,373,2165
682,141,356,1983
683,107,400,1926
684,132,392,1965
685,109,347,1992
686,128,395,1947
687,133,381,1909
688,135,409,1895
689,129,397,1879
690,154,381,1937
691,142,396,1811
692,164,431,1866
693,179,449,1989
694,167,358,1965
695,155,394,1964
696,177,362,2133
697,197,416,2277
698,202,406,2264
699,209,388,2403
700,231,373,2548
701,225,406,2718
702,258,421,2952
703,230,396,2980
704,260,398,3154
705,285,406,3399
706,293,425,3579
707,297,417,3822
708,313,412,4012
709,333,396,4114
710,325,404,4309
711,372,375,4291
712,370,394,4488
713,355,363,4362
714,383,402,4333
715,412,366,4309
716,396,433,4281
717,459,364,4111
718,418,383,4196
719,448,357,3963
720,467,405,4065
721,519,386,3892
722,514,377,3928
723,525,378,3845
724,522,416,3717
725,577,415,3802
726,644,409,3629
727,625,415,3746
728,637,403,3732
729,701,382,3836
730,675,386,3830
731,730,382,3877
732,741,381,4036
733,793,370,3979
734,755,413,4047
735,749,388,4118
736,784,379,4231
737,786,413,4253
738,800,390,4277
739,839,373,4420
740,893,370,4387
741,810,394,4386
742,869,398,4445
743,895,395,4486
744,853,399,4529
745,962,395,4416
746,1001,408,4344
747,971,377,4254
748,939,381,4264
749,1093,388,4296
750,1080,363,4009
751,1125,403,3979
752,1073,373,3814
753,1121,401,3655
754,1173,354,3674
755,1066,386,3436
756,1200,404,3435
757,1213,381,3233
758,1183,369,3187
759,1196,394,3119
760,1217,364,2944
761,1136,365,2920
762,1223,369,2864
763,1136,393,2656
764,1278,373,2683
765,1186,371,2618
766,1182,381,2522
767,1263,377,2435
768,1186,376,2303
769,1188,340,2349
770,1185,389,2301
771,1163,390,2227
772,1177,373,2142
773,1277,394,2088
774,1221,357,2006
775,1232,342,1976
776,1192,358,1944
777,1255,334,1902
778,1200,350,1862
779,1174,336,1825
780,1150,348,1787
781,1219,369,1645
782,1206,372,1692
783,1185,370,1628
784,1163,346,1604
785,1227,379,1537
786,1168,357,1504
787,1120,367,1393
788,1080,378,1283
789,1053,356,1252
790,1060,325,1293
791,1000,370,1144
792,1023,385,1137
793,988,339,1081
794,929,379,952
795,903,382,902
796,934,363,893
797,903,369,841
798,933,392,893
799,925,390,812
800,826,343,787
801,818,373,730
802,821,388,683
803,845,352,694
804,823,390,643
805,733,335,623
806,711,364,614
807,750,371,551
808,695,378,538
809,691,377,554
810,702,388,538
811,670,372,540
812,645,363,490
813,626,375,452
814,635,373,484
815,566,384,450
816,550,368,465
817,514,343,394
818,527,396,423
819,497,393,431
820,450,384,419
821,459,355,380
822,493,372,360
823,455,368,370
824,405,356,367
825,399,356,375
826,370,374,362
827,388,370,346
828,341,382,349
829,351,342,324
830,323,374,338
831,312,375,311
832,307,341,329
833,299,342,301
834,271,372,279
835,257,356,293
836,263,377,298
837,241,390,302
838,229,379,262
839,216,393,292
840,223,376,288
841,194,418,281
842,184,421,283
843,202,425,302
844,186,390,264
845,198,386,247
846,189,420,289
847,167,413,271
848,164,429,239
849,152,381,278
850,170,409,243
851,139,419,283
852,176,408,269
853,160,454,273
854,120,430,269
855,138,394,271
856,148,377,270
857,127,398,264
858,109,426,276
859,109,417,260
860,96,420,253
861,121,444,249
862,102,417,282
863,109,422,246
864,92,420,266
865,115,410,269
866,103,446,271
867,82,448,270
868,79,407,274
869,93,432,247
870,86,476,230
871,74,454,267
872,89,424,246
873,82,460,255
874,79,452,244
875,97,407,267
876,73,456,264
877,82,443,254
878,90,458,277
879,67,455,256
880,78,427,281
881,68,442,257
882,71,446,254
883,82,400,241
884,79,446,289
885,79,414,254
886,80,436,253
887,68,416,256
888,81,474,231
889,73,403,218
890,82,389,249
891,82,421,250
892,80,425,266
893,82,445,218
894,71,426,250
895,90,400,253
896,74,427,250
897,70,402,247
898,76,411,264
899,95,404,240
900,71,399,277
901,80,401,230
902,81,377,216
903,91,378,267
904,87,383,264
905,80,417,231
906,68,378,221
907,85,422,238
908,80,382,224
909,62,390,225
910,78,410,254
911,75,378,239
912,90,437,241
913,72,400,220
914,91,422,219
915,87,382,218
916,80,388,242
917,77,366,257
918,74,378,224
919,79,359,222
920,60,349,227
921,79,409,254
922,73,415,242
923,84,400,209
924,64,361,265
925,56,373,253
926,71,408,249
927,61,379,237
928,59,405,202
929,79,379,235
930,73,425,224
931,53,446,226
932,77,447,248
933,71,418,241
934,63,448,231
935,71,466,206
936,65,447,260
937,76,440,227
938,71,478,222
939,72,445,235
940,64,460,223
941,79,447,236
942,62,461,255
943,58,472,228
944,60,476,241
945,68,439,232
946,48,495,232
947,69,493,242
948,66,441,238
949,76,466,248
950,58,521,234
951,90,528,242
952,65,491,224
953,60,530,239
954,62,477,260
955,83,542,219
956,66,554,267
957,67,523,259
958,76,549,245
959,56,554,233
960,69,570,237
961,63,564,247
962,76,604,244
963,68,590,228
964,71,622,234
965,74,581,248
966,70,585,230
967,75,605,229
968,68,592,216
969,57,618,254
970,55,602,254
971,70,611,263
972,77,587,237
973,76,649,230
974,73,693,215
975,85,612,234
976,75,645,236
977,45,638,242
978,59,658,245
979,72,662,222
980,60,689,236
981,74,640,229
982,83,706,248
983,76,633,238
984,63,686,223
985,67,686,235
986,73,677,223
987,80,674,278
988,75,687,238
989,63,730,244
990,67,701,240
991,70,671,204
992,65,718,227
993,71,673,235
994,72,725,248
995,72,734,268
996,70,705,242
997,74,707,258
998,72,729,246
999,73,694,236
1000,73,713,235
1001,51,736,244
1002,61,719,231
1003,66,697,228
1004,75,765,249
1005,61,753,214
1006,73,729,231
1007,68,748,226
1008,79,802,233
1009,58,785,245
1010,78,791,239
1011,64,755,206
1012,55,727,251
1013,72,795,244
1014,63,802,223
1015,56,848,248
1016,78,831,240
1017,56,793,229
1018,66,835,238
1019,71,836,249
1020,73,908,237
1021,67,888,220
1022,86,963,252
1023,63,923,223
1024,67,1025,252
1025,87,1072,254
1026,74,1052,235
1027,70,1080,229
1028,86,1116,228
1029,80,1156,240
1030,81,1195,252
1031,59,1277,224
1032,55,1332,218
1033,74,1458,225
1034,82,1558,243
1035,67,1613,255
1036,68,1714,253
1037,74,1813,218
1038,67,1964,234
1039,72,2180,203
1040,66,2266,227
1041,55,2593,246
1042,68,2813,259
1043,67,2980,243
1044,72,3455,222
1045,84,3728,255
1046,73,4039,242
1047,70,4483,267
1048,77,4893,247
1049,72,5078,225
1050,66,5222,246
1051,88,5757,235
1052,65,5857,242
1053,73,5892,256
1054,55,6063,242
1055,72,6149,239
1056,63,6288,232
1057,64,6239,253
1058,78,6201,241
1059,77,6178,232
1060,70,6270,231
1061,68,6290,246
1062,71,6180,259
1063,65,6281,241
1064,76,6266,279
1065,69,6427,251
1066,70,6183,255
1067,75,6066,238
1068,80,6168,257
1069,80,6355,232
1070,69,6102,213
1071,62,6556,238
1072,80,6382,233
1073,74,6573,215
1074,79,6613,254
1075,68,6720,229
1076,72,6906,218
1077,70,6959,254
1078,82,7109,211
1079,70,7234,208
1080,75,7466,228
1081,71,7772,273
1082,62,8024,244
1083,68,8243,264
1084,78,8626,251
1085,70,8989,242
1086,79,9123,258
1087,50,9572,197
1088,78,10130,258
1089,81,10344,238
1090,61,10719,267
1091,64,10947,250
1092,60,11147,248
1093,72,11144,266
1094,68,11138,235
1095,97,10920,232
1096,68,10329,260
1097,65,10113,259
1098,76,9514,222
1099,72,8855,244
1100,64,8359,233
1101,75,7782,247
1102,69,7229,228
1103,71,6838,255
1104,68,6408,246
1105,67,5931,228
1106,64,5557,217
1107,75,5193,233
1108,73,4936,251
1109,67,4645,254
1110,78,4430,248
1111,83,4075,249
1112,72,3906,262
1113,74,3720,234
1114,55,3600,267
1115,67,3394,230
1116,70,3135,240
1117,59,2980,256
1118,60,2890,231
1119,69,2805,253
1120,80,2686,239
1121,53,2569,257
1122,79,2421,269
1123,59,2413,254
1124,74,2218,259
1125,56,2069,277
1126,63,2054,280
1127,65,1872,236
1128,56,1834,244
1129,76,1686,269
1130,67,1598,256
1131,63,1480,232
1132,69,1303,242
1133,66,1217,262
1134,70,1180,236
1135,64,1080,239
1136,75,964,276
1137,72,939,245
1138,69,934,233
1139,72,824,236
1140,77,754,251
1141,67,789,261
1142,75,729,246
1143,73,632,256
1144,71,703,242
1145,68,664,238
1146,74,631,212
1147,69,595,252
1148,70,534,224
1149,62,504,267
1150,70,484,244
1151,69,456,235
1152,66,371,271
1153,66,380,264
1154,66,378,284
1155,66,337,233
1156,61,311,238
1157,59,308,243
1158,67,288,261
1159,70,301,226
1160,68,325,256
1161,69,293,244
1162,66,327,237
1163,80,345,254
1164,58,322,266
1165,54,334,250
1166,67,334,239
1167,73,357,258
1168,80,368,271
1169,80,415,234
1170,64,464,234
1171,56,482,269
1172,76,524,233
1173,86,478,238
1174,62,518,261
1175,65,556,230
1176,50,542,244
1177,66,514,248
1178,62,465,290
1179,73,473,227
1180,70,470,254
1181,87,433,265
1182,60,372,227
1183,66,355,258
1184,70,350,219
1185,65,310,269
1186,72,284,240
1187,98,286,239
1188,75,271,231
1189,69,259,253
1190,87,277,237
1191,73,253,226
1192,71,275,242
1193,78,274,257
1194,76,288,272
1195,65,309,219
1196,80,359,263
1197,74,364,226
1198,76,417,265
1199,64,436,213
1200,59,451,244
1201,69,513,223
1202,55,486,271
1203,74,510,254
1204,71,516,212
1205,62,507,242
1206,79,538,262
1207,61,489,230
1208,65,481,243
1209,64,414,242
1210,55,394,234
1211,83,384,263
1212,68,324,251
1213,65,353,248
1214,62,320,244
1215,73,319,270
1216,66,278,245
1217,70,301,244
1218,69,308,212
1219,76,276,236
1220,81,313,242
1221,64,324,229
1222,62,323,234
1223,72,331,256
1224,67,366,239
1225,74,391,261
1226,71,459,233
1227,62,429,235
1228,79,456,242
1229,77,482,226
1230,63,510,251
1231,72,481,276
1232,70,486,263
1233,79,521,239
1234,66,490,245
1235,87,450,262
1236,69,404,261
1237,61,446,249
1238,65,384,246
1239,81,335,240
1240,67,359,247
1241,71,341,267
1242,72,328,247
1243,75,314,252
1244,80,293,248
1245,83,316,234
1246,74,377,238
1247,68,394,214
1248,64,371,258
1249,53,361,242
1250,75,402,253
1251,74,426,263
1252,73,464,220
1253,86,421,264
1254,67,426,245
1255,53,469,222
1256,75,445,223
1257,73,450,231
1258,66,490,250
1259,44,436,271
1260,60,395,249
1261,65,362,240
1262,92,348,250
1263,71,324,240
1264,59,335,225
1265,73,366,253
1266,86,382,223
1267,69,363,259
1268,74,357,238
1269,66,393,251
1270,54,382,255
1271,69,389,255
1272,74,372,279
1273,76,428,221
1274,82,480,239
1275,69,405,241
1276,69,415,235
1277,84,435,222
1278,65,438,260
1279,77,420,247
1280,66,416,262
1281,70,410,257
1282,62,367,244
1283,61,382,234
1284,91,352,220
1285,80,351,235
1286,67,331,266
1287,76,343,273
1288,80,356,230
1289,67,347,251
1290,51,344,231
1291,79,354,243
1292,64,370,269
1293,59,383,214
1294,58,405,236
1295,63,423,253
1296,66,423,251
1297,72,429,262
1298,60,448,251
1299,66,422,217
1300,75,417,211
1301,85,387,214
1302,66,392,251
1303,66,386,228
1304,81,374,224
1305,68,384,248
1306,83,405,241
1307,61,356,247
1308,53,386,247
1309,80,345,223
1310,69,338,225
1311,66,348,248
1312,71,324,254
1313,81,393,247
1314,71,391,255
1315,77,446,242
1316,63,415,239
1317,54,379,228
1318,72,447,236
1319,71,430,260
1320,65,374,234
1321,69,368,262
1322,63,378,245
1323,89,400,231
1324,66,343,262
1325,69,380,227
1326,66,385,245
1327,75,398,257
1328,69,310,266
1329,68,379,259
1330,78,401,221
1331,84,381,261
1332,60,398,259
1333,63,411,235
1334,72,383,259
1335,65,369,263
1336,71,392,250
1337,55,372,253
1338,79,382,253
1339,67,412,264
1340,73,405,275
1341,53,387,230
1342,54,368,230
1343,59,361,242
1344,69,382,254
1345,53,389,265
1346,74,361,222
1347,69,359,226
1348,64,369,255
1349,55,402,218
1350,81,376,221
1351,54,403,229
1352,63,373,234
1353,79,389,231
1354,84,401,261
1355,77,404,229
1356,64,424,263
1357,66,426,263
1358,75,378,260
1359,58,401,250
1360,78,379,286
1361,56,417,243
1362,87,377,259
1363,81,360,280
1364,83,389,258
1365,71,376,223
1366,61,370,240
1367,67,340,250
1368,62,366,245
1369,59,358,243
1370,55,402,250
1371,91,418,229
1372,68,420,240
1373,58,379,236
1374,61,381,232
1375,65,356,237
1376,63,405,253
1377,75,374,244
1378,85,397,239
1379,85,397,276
1380,62,358,260
1381,67,351,238
1382,70,355,259
1383,76,397,255
1384,80,397,245
1385,88,370,259
1386,82,385,247
1387,76,429,235
1388,79,381,232
1389,63,374,251
1390,80,406,251
1391,80,413,230
1392,81,383,219
1393,71,385,243
1394,82,423,213
1395,84,415,246
1396,69,392,249
1397,77,428,217
1398,62,412,251
1399,71,389,277
1400,63,364,267
1401,73,362,262
1402,79,372,259
1403,64,380,275
1404,64,394,252
1405,71,382,261
1406,69,382,234
1407,75,387,242
1408,75,407,234
1409,72,414,238
1410,80,412,236
1411,68,389,242
1412,85,389,226
1413,64,400,197
1414,61,374,209
1415,79,387,255
1416,74,380,241
1417,80,361,246
1418,62,366,257
1419,81,409,241
1420,87,405,271
1421,73,358,273
1422,64,394,251
1423,69,360,260
1424,73,409,289
1425,70,400,279
1426,78,373,246
1427,83,371,252
1428,59,394,255
1429,76,386,272
1430,69,369,197
1431,64,369,225
1432,63,361,178
1433,70,356,229
1434,70,368,195
1435,69,373,215
1436,65,365,209
1437,59,355,228
1438,76,402,257
1439,62,361,239
1440,55,368,252
1441,69,372,263
1442,61,389,262
1443,60,334,293
1444,65,403,290
1445,69,386,291
1446,66,343,289
1447,70,383,281
1448,68,376,252
1449,75,363,218
1450,59,372,237
1451,73,402,233
1452,62,358,220
1453,69,391,206
1454,79,367,191
1455,66,386,201
1456,85,346,201
1457,53,382,202
1458,70,382,213
1459,63,359,217
1460,64,350,267
1461,59,402,274
1462,64,411,263
1463,71,410,289
1464,69,402,270
1465,85,344,277
1466,68,382,307
1467,63,370,271
1468,70,390,288
1469,57,414,240
1470,75,401,254
1471,85,377,253
1472,70,394,196
1473,70,368,215
1474,69,374,220
1475,72,378,198
1476,63,387,184
1477,56,387,187
1478,66,375,200
1479,63,451,240
1480,75,427,236
1481,49,443,263
1482,70,410,293
1483,70,407,263
1484,75,397,276
1485,54,433,331
1486,64,395,329
1487,80,368,309
1488,74,394,319
1489,60,422,257
1490,88,405,250
1491,60,438,251
1492,58,379,272
1493,62,415,211
1494,75,409,222
1495,69,408,247
1496,61,416,246
1497,60,398,237
1498,57,416,234
1499,72,401,239
1500,60,398,286
1501,67,424,269
1502,64,425,319
1503,54,408,304
1504,58,386,321
1505,79,424,293
1506,67,427,287
1507,64,430,287
1508,72,411,245
1509,78,423,239
1510,76,409,250
1511,69,405,231
1512,67,386,246
1513,74,410,184
1514,64,393,228
1515,66,429,202
1516,63,427,217
1517,79,377,220
1518,70,404,223
1519,85,370,214
1520,59,406,213
1521,77,420,253
1522,61,400,243
1523,76,363,246
1524,67,396,249
1525,80,392,266
1526,79,402,270
1527,69,430,236
1528,80,374,245
1529,76,356,219
1530,59,402,232
1531,66,405,251
1532,83,407,252
1533,64,351,211
1534,84,406,249
1535,62,336,213
1536,67,407,254
1537,64,382,257
1538,63,368,267
1539,66,380,243
1540,67,372,249
1541,77,367,264
1542,71,352,256
1543,85,365,262
1544,72,402,244
1545,77,374,253
1546,78,372,204
1547,72,372,239
1548,65,383,250
1549,65,384,223
1550,59,368,233
1551,55,382,226
1552,68,349,230
1553,70,331,203
1554,63,358,217
1555,77,359,224
1556,76,370,238
1557,80,381,250
1558,71,397,252
1559,62,375,236
1560,68,388,240
1561,72,363,264
1562,73,325,229
1563,73,393,240
1564,63,329,230
1565,62,361,212
1566,60,324,226
1567,76,343,234
1568,64,381,222
1569,79,397,193
1570,65,354,219
1571,74,358,225
1572,82,348,220
1573,92,388,229
1574,73,391,253
1575,81,350,252
1576,80,363,271
1577,44,380,237
1578,71,382,251
1579,72,333,229
1580,81,349,251
1581,77,334,241
1582,70,342,234
1583,71,375,234
1584,92,329,212
1585,72,335,224
1586,62,372,243
1587,71,344,282
1588,74,396,281
1589,74,341,265
1590,65,338,299
1591,58,405,245
1592,92,365,275
1593,54,366,249
1594,55,373,257
1595,75,393,257
1596,71,366,252
1597,70,370,288
1598,81,376,241
1599,97,361,255
1600,87,341,244
1601,71,358,294
1602,73,386,274
1603,63,410,236
1604,73,341,271
1605,62,380,262
1606,82,366,260
1607,67,387,264
1608,67,381,254
1609,67,381,256
1610,65,365,246
1611,63,360,286
1612,69,397,255
1613,72,359,269
1614,70,395,295
1615,58,403,270
1616,74,363,253
1617,56,355,278
1618,89,384,244
1619,70,384,275
1620,60,375,288
1621,65,382,249
1622,68,399,243
1623,79,392,252
1624,77,354,278
1625,63,355,262
1626,66,390,264
1627,64,429,256
1628,70,389,260
1629,63,393,272
1630,65,378,244
1631,70,385,256
1632,77,405,264
